tweet_id,isi,author,content
Sat Feb 24 11:42:08 +0000 2024,@WongKEDU_ @AntoniusCDN @aan_muba @Opposite6888 @DiniHrdianti Gpp santai aja. Yg ptg pwrjalanan lancar..  dan terpenting lagi adalah PRABOWO GIBRAN menangâ€¦,nkri_yes,@Wongkedu_ @antoniuscdn @aan_muba @opposite6888 @dinihrdianti gpp just relax. The one who pwr is smooth ... and the most important thing is Prabowo Gibran winsâ € ¦
Sat Feb 24 11:39:49 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet DUDUT SEMUANYA TURUNIN AJA EMANG PEMIMPINBL BEGUNDAL,riyomuse,@H4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet dudut all just go down the leader
Sat Feb 24 11:39:07 +0000 2024,TKN Prabowo-Gibran Mengaku Bakal Libatkan Jokowi selama Masa Transisi: RAPBN Masih Dipegang Presiden https://t.co/MZzrqWLDO8 #TempoNasional,tempodotco,TKN Prabowo-Gibran claimed to be involved in Jokowi during the transition period: RAPBN is still held by the President https://t.co/mzzrqwldo8 #Temasational
Sat Feb 24 11:38:46 +0000 2024,Ramalan saya Masa depan Indonesia suram apalagi kalo prabowo berhenti di tengah jalan diganti gibran,gundala_sakti,My prediction of the future of Indonesia is gloomy especially if Prabowo stops in the middle of the road to be replaced by Gibran
Sat Feb 24 11:38:18 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet sudah kalah ngeyel....,erfinsyafrizal2,@H4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet already lost to ...
Sat Feb 24 11:38:00 +0000 2024,@pebriantoj26 @H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet pendukung junjungan loh membuat bodoh rakyat yg awam ksihan mau smpe kapan di ginikan trus,sikopni,@pebriantoj26 @h4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet supporters of the loh make stupid people who are ordinary people who want to want
Sat Feb 24 11:37:39 +0000 2024,"@Andiarief__ Lambe Waras: Hak Angket Bisa Semakin Memperkuat Legitimasi Secara Politik dan Konstitusi Bagi Pemenang Pilpres, Sehingga Koalisi Prabowo Gibran Seharusnya Ikut Mendukung Hak Angket DPR itu sendiri. Kecuali....",PRajagukgu38321,"@Andiarief__ Lambe Waras: Questionnaire rights can further strengthen legitimacy politically and the constitution for the winner of the presidential election, so that the Prabowo Gibran coalition should support the DPR's questionnaire rights themselves. Except...."
Sat Feb 24 11:36:54 +0000 2024,Pak Prabowo Mas gibran kalo mau kucing bengal lg infoin yaaaaðŸ¥°ðŸ¥° @prabowo @gibran_tweet https://t.co/pTtBoIx5nA,prilicate,Pak Prabowo Mas Gibran if you want a bengal cat lg infoin yaaaað ¥ ° ¥ ¥ °
Sat Feb 24 11:34:40 +0000 2024,"@Muhammad_Saewad Yusril Ihza Mahendra mengecam keputusan MK yg membuat Gibran lolos jadi Cawapres. Tapi pada saat yg sama dia dukung Prabowo-Gibran.  Ibarat dia mengecam warung yg menjual makanan haram, tapi makanannya sendiri dia santap dengan lahap",y_yumnan,"@Muhammad_saewad Yusril Ihza Mahendra condemned the MK's decision to make Gibran qualify to become a vice president. But at the same time he supported Prabowo-Gibran. Like he criticized a stall that sells illicit food, but he is eating his own food"
Sat Feb 24 11:34:27 +0000 2024,"@Hanif_AF Yang mana, pak @CCICPolri @penipuhan @gibran_tweet @prabowo masa tweetnya mau dihilangin...",DeanWahyus,"@Hanif_AF which one, sir @ccicpolri @penipuhan @gibran_tweet @prabowo, the tweet is about to get rid of ..."
Sat Feb 24 11:34:19 +0000 2024,Ada yang mendapat pulung ada yang buntung. Bonus dari Pak Presiden kontan buat yang dukung Prabowo Gibran. https://t.co/QdahjTuGAY,Nur__sjszn,"Some get Pulung, some are stubborn. Bonuses from the President Kontan for those who support Prabowo Gibran. https://t.co/qdahjtugay"
Sat Feb 24 11:33:58 +0000 2024,@frankieosyen Coba dong pak @prabowo sama @gibran_tweet dibuatin meme kyk gitu.. jangan cuma @aniesbaswedan sama @ganjarpranowo aja ..,goes_moer,@frankieosyen try sir @prabowo and @gibran_tweet made meme like that .. don't just @aniesbaswedan and @ganjarpranowo ...
Sat Feb 24 11:32:49 +0000 2024,"Dimalam Nifsyu Syaban ini mudah2an pak @prabowo &amp  mas @gibran_tweet &amp  kita semua diberikan Keberkahan Umur yg Cukup untuk kebaikan ibadah, Keluasan Rezki &amp  Amal, Terlindung dari Marabahaya Bencana serta Sabar Kuat Istiqomah dalam Keimanan kpdNya hingga Nafas Akhir, Aamiin ðŸ˜‡ðŸ«°ðŸ_x008f_¼",eko_donald,"At night Nifsyu Syaban is hopefully sir @prabowo & amp mas @gibran_tweet & amp we are all given enough age for the good of worship, the breadth of rezki & amp charity, protected from disaster danger and patience strong istiqomah in his faith to the end breath, aamiin ð ‡ ° ð ¼"
Sat Feb 24 11:31:40 +0000 2024,"@tsxuky @greyflam @cumalevvat @ainunrozi Noh udah dijelasin, kemarin Prabowo &amp  Gibran pun sdh rapat bahas kementrian makan gratis, ya lu pikir aja masyarakat kelas bawah kayak mereka emang bnyk yg tertarik acara kek desak anies? Realistis mrk lbh suka",publicslnt,"@tsxuky @greyflam @cumalevvat @ainunrozi noh already explained, yesterday Prabowo & amp Gibran had already met the ministry of eating for free, so just think the lower class people like they are really interested Realistic they like it more"
Sat Feb 24 11:31:29 +0000 2024,"@momon_garuk44 Prabowo adalah pengkhianat sejati. Mengkhianati rakyat yang mendukung dan berjuang untuk dia. Mau melacurkan"" cita-cita perjuangan untuk jabatan dan kepentingan dia dan golongannya. Gibran adalah oengkhianat sejati, mau menerima putusan cac",ABUZHARIIF,"@momon_garuk44 Prabowo is a true traitor. Betrayed the people who supported and struggled for him. Want to prostitute the ""ideals of the struggle for his position and interest"
Sat Feb 24 11:31:09 +0000 2024,@ciiikal @bisex @tubirfess @gibran_tweet pak @prabowo omelin gibran ga sesuai visi misi,Oxsyt,@ciiikal @bisex @tubirfess @gibran_tweet pak @prabowo omelin gibran not according to the vision and mission
Sat Feb 24 11:30:11 +0000 2024,"Momen Akrab Prabowo dan Gibran Diskusi di Kertanegara, Ditemani Dua Ekor Kucing https://t.co/vGkowqfVDI",VIVAcoid,"Prabowo and Gibran's familiar moment of discussion in Kertanegara, accompanied by two cats https://t.co/vgkowqfvdi"
Sat Feb 24 11:30:00 +0000 2024,Sarmuji: Tidak Ada Urgensinya DPR RI Ambil Inisiatif Hak Angket Terkait Hasil Pemilu #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/B4VwlAhWry,golkarpedia,Sarmuji: There is no urgency of the Indonesian Parliament to take the initiative of the questionnaire rights related to the election results #airlangguhartarto #kuningkeren #prabowogibran #partaigolkar #golkarpedia https://t.co/b4vwlahwry
Sat Feb 24 11:28:12 +0000 2024,"Seumur hidup bokap gw kaga pernah pasang foto presiden d rumah, tapi kali ini buat presiden ke 8.  Dia udh check out di shoppe, foto prabowo gibran.  Menyalaa bapak kuðŸ”¥",shinzui_kirei,"In my life, my father has never installed a photo of the president d home, but this time for the 8th president he has checked out in the shoppe, a photo of Prabowo Gibran. Turning my father ð ""¥"
Sat Feb 24 11:28:10 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Semoga daerah lain menyusul.,JayusZeyusman,@H4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet hopefully other regions follow.
Sat Feb 24 11:27:41 +0000 2024,Dapet kamu aku berhenti nyelatu Prabowo Gibran ðŸ«µðŸ¥°ðŸ—¿,fadil_Nc,I got you I stopped in Prabowo Gibran ÿ «µð ¥ ° ð ð ð
Sat Feb 24 11:25:34 +0000 2024,@monsouleil @gibran_tweet net lu sebenernya juga siapa si? pernah foto sama adeknya bpk prabowo juga kan u,rizkabaeyo,"@monsouleil @gibran_tweet net, who actually? I had a photo with the sister, Mr. Prabowo, too, u"
Sat Feb 24 11:24:40 +0000 2024,"Waspada @PDI_Perjuangan mbak @msoekarnoputri karena ada upaya membuat opini bahwa yg salah adalah mbak Mega bukan @jokowi, alasan Krn mbak Mega tak setuju @prabowo - @ganjarpranowo maka terjadi @prabowo - @gibran_tweet ... Emang kami kader dan relawan @ganjarpranowo bodoh",insancita78,"Waspada @pdi_perjuangan Mbak @msoekarnoputri because there is an effort to make an opinion that the wrong is Ms. Mega is not @jokowi, the reason is because Ms. Mega does not agree"
Sat Feb 24 11:22:00 +0000 2024,"Ternyata HAK ANGKET hanya gertakan krn mereka mau diajak gabung ke koalisi pemerintahan PRABOWO-GIBRAN.  â_x0081_¦@prabowoâ_x0081_© â_x0081_¦@gibran_tweetâ_x0081_© ðŸ¤£  Bicara Soal Hak Angket Kecurangan Pemilu, Peneliti LKP Sarankan Sudirman Said Shalat Tobat - Menit Indonesia https://t.co/28Al2zlfan",streetlawyers85,"It turned out that the questionnaire rights were only bluffing because they wanted to be invited to join the Prabowo-Gibran government coalition. â Â ¦@Prabowoâ © â € ¦@gibran_tweetâ © © © © £ £ Talk about the right of the election fraud questionnaire, LKP researcher suggests Sudirman Said Said Salat Tobat - Minutes Indonesia https://t.co/28al2zlfan"
Sat Feb 24 11:20:57 +0000 2024,"Anak Muda Menangkan @prabowo dan @gibran_tweet ðŸ‡®ðŸ‡©ðŸ’»âœ¨   Dalam kampanye Pemilu 2024, fokus pada perkembangan teknologi membuka peluang baru bagi kaum muda.   #PrabowoGibran #Web3Revolution #MajaLabs https://t.co/9gf0mkR3Gy",majalabs_xyz,"Young people win @prabowo and @gibran_tweet ð ‡ ®ð ‡ ‡ © ð ’» In the 2024 election campaign, focusing on the development of technology opens new opportunities for young people. #Prabowogibran #web3revolution #majalabs https://t.co/9gf0mkr3gy"
Sat Feb 24 11:20:39 +0000 2024,@AntonKu08408962 @Dargomb33306384 @OcongBoys @PaimoMontok @Dulure_Gibran @Bara_Rc @KenapeAje @NalarNatural @KimK93631 @Guntur529610377 @Dennysiregar7 Kita tunggu nanti apakah terjadi kunjungan kenegaraan prabowo ke timor leste,laudanum68,@Antonku08408962 @dargomb33306384 @ocongboys @paimomontok @dulure_gibran @bara_rc @kenapeaje @nalarnatural @kimk93631 @guntur529610377 @dennysiregar7
Sat Feb 24 11:20:08 +0000 2024,"PDIP Beri Sinyal Siap Jadi Oposisi Prabowo-Gibran, Bagaimana dengan PKS? https://t.co/GslD5Zg30b #TempoNasional",tempodotco,"PDIP gives a signal ready to be Prabowo-Gibran's opposition, what about PKS? https://t.co/gsld5zg30b #temponasional"
Sat Feb 24 11:19:19 +0000 2024,"tolong, presiden ny udh prabowo gibran gue berusaha nerima, tapi masa jkt nya ada heru budi jugaðŸ˜­",wtfpiotr,"Please, the President Mrs. Udh Prabowo Gibran I tried to accept, but the time for JKT was Heru Budi too."
Sat Feb 24 11:17:30 +0000 2024,Semangat pendukung 01 cari kesalahan prabowo sama gibran toh yang jadi juga mereka huwahahhahahahah,raflialb4r,Supporting spirit 01 Look for Prabowo's mistakes with Gibran anyway so they are also Huwahahhahahahah
Sat Feb 24 11:15:36 +0000 2024,"Cawapres 02 Gibran Rakabuming Raka berdiskusi santai dengan Capres 02 Prabowo Subianto, ditemani 2 ekor kucing yang sedang makan. https://t.co/k6cPSEljWB",kumparan,"Vice President 02 Gibran Rakabuming Raka discussed casually with Candidate 02 Prabowo Subianto, accompanied by 2 cats who were eating. https://t.co/k6cpseljwb"
Sat Feb 24 11:12:34 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Mas anus mas anus... SM bodohnya pengikut mu,maharani77514,@H4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet mas anus anus ...
Sat Feb 24 11:11:42 +0000 2024,"Dampingi Gibran bertemu SBY, AHY: Demokrat all-out menangkan Prabowo Gibran. gws  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/S2xVaJLFAd",yantiyula007,"Accompany Gibran Meet SBY, AHY: Democrats All-out Wins Prabowo Gibran. GWS Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTTSS://t.co/s2xvajlfad"
Sat Feb 24 11:11:00 +0000 2024,AHY sebut hilirisasi warisan SBY Prabowo-Gibran diminta perkuat lagi agromaritim.. wgv  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/86f8cAsYAH,yantiyula007,AHY calls downstreaming SBY Prabowo-Gibran's heritage was asked to strengthen Agromaritim .. WGV Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTTSS://t.co/86F8Casyah
Sat Feb 24 11:10:20 +0000 2024,"Terbukti menangkan pilpres 2 kali, pengamat nilai peran Demokrat menangkan Prabowo-Gibran sangat vital.. elg  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/13Fn0uZ9B9",yantiyula007,"Proven to win the presidential election twice, observer Democrat's role value Winning Prabowo-gibran is very vital .. ELG PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/13FN0UZ9B9"
Sat Feb 24 11:10:12 +0000 2024,"All out menangkan Prabowoâ€“Gibran, AHY: Kita wujudkan kesejahteraan rakyat.. olv  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/Z0hKGZCBsN",yantiyula007,"All Out Wins Prabowoâ € ""Gibran, AHY: We realize the welfare of the people .. OLV PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/z0hkgzcbsn"
Sat Feb 24 11:09:28 +0000 2024,@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd gua kasian lama2 sma pendukung 01ðŸ˜­,shopiepay,@H4t14k4ln4l42 @anisbaswedan @cakiminow @prabowo @jokowi @gibran_tweet @Ganjarpranowo @mohmahfudmd Cave Kasian Long High School Supporting 01ð˜
Sat Feb 24 11:08:31 +0000 2024,AHY ajak warga Semarang menangkan Prabowo-Gibran agar Indonesia semakin maju. `_u  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/EX5LsdE9AX,yantiyula007,AHY invites Semarang residents to win Prabowo-Gibran so that Indonesia is more advanced. `_U PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/Ex5LSDE9AX
Sat Feb 24 11:08:05 +0000 2024,SBY dan AHY kompak ajak masyarakat Banyuwangi pilih Prabowo-Gibran. apu  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/8EswgSxoL5,yantiyula007,SBY and AHY are compact inviting the Banyuwangi community to choose Prabowo-Gibran. APU AGUSYUDHOYONO PDEMOKRAT DEMOKRAT CARE HTPSS://t.co/8eswgsxol5
Sat Feb 24 11:08:02 +0000 2024,"Terlihat dengan setia pak SBY, presiden ke 6 Indonesia di atas panggung bersama dengan mas AHY juga mendukung Prabowo Gibran.. gph  PDemokrat AgusYudhoyono Demokrat Peduli https://t.co/i5oPzSLWjm",yantiyula007,"Seen faithfully Pak SBY, the 6th Indonesian president on stage together with Mas AHY also supports Prabowo Gibran .. GPH PDEMOKRAT AGUSYUDHOYONO DEMOKRAT CARE HTTSS://t.co/i5opzslwjm"
Sat Feb 24 11:08:00 +0000 2024,Alasan memilih Prabowo Gibran.  1. Pemersatu bangsa.  Sejak beliau gabung kabinet presiden Jokowi banyak kecebong &amp  kampret jd damai. Itu juga menunjukkan karakter pak Prabowo tdk pendendam &amp  berjiwa besar,thayamsuwir,The reason for choosing Prabowo Gibran. 1. Unifying the nation. Since he joined the Cabinet of President Jokowi a lot of tadpole & amps Kampret JD Damai. It also shows the character of Pak Prabowo is not vindictive & amp big heart
Sat Feb 24 11:08:00 +0000 2024,Bapak SBY dan Mas AHY pun duduk diatas panggung ikut serta mendukung Prabowo Gibran. ojt  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/QeWlkSJVPo,yantiyula007,Mr. SBY and Mas AHY sat on the stage participating in supporting Prabowo Gibran. Ojt Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTTSS://T.co/QEWLKSJVPO
Sat Feb 24 11:07:57 +0000 2024,"Menutup masa kampanye, @PDemokrat hadir all out di GBK untuk merapatkan barisan menangkan Prabowo-Gibran.. ezf  AgusYudhoyono PDemokrat Demokrat Peduli https://t.co/nap8PT4plq",yantiyula007,"Closing the campaign period, @pdemokrat is present all out at GBK to close the line of winning Prabowo-gibran .. Ezf Agusyudhoyono PDEMOKRAT DEMOKRAT CARE HTPSS://t.co/nap8pt4plq"
Sat Feb 24 11:05:44 +0000 2024,"ASS..InsyaAllah,Prabowo-Gibran 02 Menang Telak 1 Putaran ðŸ_x008f_†,Demi:Kelanjutan,Keselamatan,Kemajuan Bangsa &amp  Negara Republik Indonesia Menuju Indonesia EmasðŸ‡²ðŸ‡¨ðŸ¥‡#Save &amp  Free Palestine World#InsyaAllah &amp  Alhamdulillah...AllahuAkbar3*...Pancasila3*...MerdekaðŸ‡²ðŸ‡¨AaminðŸ¤²ðŸ™_x008f_ðŸ¤_x009d_ðŸ‡²ðŸ‡¨WSLM. https://t.co/84uSFMwyuL",FDraviansyah,"Ass..insyaallah, Prabowo-gibran 02 won a landslide win ð †, for the sake of: continuation, safety, the progress of the nation & amp of the Republic of Indonesia towards the golden Indonesiað ‡ ²ð ‡ ¨ÿ ¥ ‡#Save & amp Free Palestine World#Insyaallah & Amp Alhamdulillah. ..Allahuakbar3*... Pancasila3*... Merdekað ‡ ²ÿ ‡ ‡ Aaminðÿ ™ ™ ™ ð ‡ ² ²ð https://t.co/84usfmwyul"
Sat Feb 24 11:04:44 +0000 2024,Kajian Politik Merah Putih: Taipan Oligarki di Balik Rekayasa Kemenangan Prabowo-Gibran  https://t.co/yyLE7QlMfa https://t.co/KNggUHqzDD,Nggedabbruz,Red and White Political Studies: Oligarchy Typan Behind Prabowo-gibran's victory engineering https://t.co/yyle7qlmfa https://t.co/kngguhqzddddddd
Sat Feb 24 11:03:59 +0000 2024,Sepakat !! @jokowi @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd @aniesbaswedan @cakimiNOW @airlangga_hrt @Yusrilihza_Mhd @SBYudhoyono @AgusYudhoyono @puanmaharani_ri @ZUL_Hasan @KPU_ID  https://t.co/UkPkiFScle,DonEdrah2023,Agree !! @jokowi @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd @aniesbaswedan @cakiminow @airlangga_hrt @yusrilihza_mhd @sbyudhoyono @agusyudhoyono @puanmaharani_ri @zul
Sat Feb 24 11:03:46 +0000 2024,"Setiap ada berita soal prabowo gibran jokowi lewat, pasti isinya bikin puyeng hadeh kaga ada berita yg bagus gitu",fiiirrrzzz,"Every time there is news about Prabowo Gibran Jokowi passing, surely the contents make you puyeng hadeh because there is good news"
Sat Feb 24 11:03:16 +0000 2024,@opposite6892 Ap salah orng memprediksi ?? Saya prediksi waktu pendaftaran colon ke KPU sy dah tau Prabowo gibran menang telak !!!,DeviYendri21917,"@opposite6892 do you predict wrong ?? I predict the time of colon registration to the KPU, I already know Prabowo Gibran won a landslide victory !!!"
Sat Feb 24 11:02:58 +0000 2024,@AntonKu08408962 @kdrn_phobia @PaimoMontok @JudahLion88 @OcongBoys @prabowo @gibran_tweet @PDI_Perjuangan @NasDem @DPP_PKB @PKSejahtera @Dargomb33306384 ðŸ¤£ðŸ¤£ðŸ¤£ Reply ku ke dia jg byk yg gagal ....,oblosid,@Antonku08408962 @kdrn_phobia @paimomontok @judahlion88 @ocongboys @prabowo @gibran_tweet @pdi_perjuangan @nasdem @dpp_ppkb @pksejahtera @dargomb33306384 ð
Sat Feb 24 11:02:49 +0000 2024,"Wakil Sekretaris Tim Kampanye Nasional (TKN) Prabowo-Gibran , Saleh Partaonan Daulay mengatakan wacana penggunaan hak angket menyikapi hasil Pilpres 2024 merupakan bagian dari upaya untuk bergabung menjadi koalisi pemerintahan.  https://t.co/Z4gflz8SlG https://t.co/eq6RLIqwKv",tinusflip,"Deputy Secretary of the National Campaign Team (TKN) Prabowo-Gibran, Saleh Partaonan Daulay said the discourse of the use of the questionnaire rights to respond to the results of the 2024 Presidential Election was part of an effort to join the government coalition. https://t.co/z4gflz8slg https://t.co/eq6rliqwkv"
Sat Feb 24 11:02:23 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Tenggelamkan Politik Dinasti ðŸ‘ŽðŸ‘ŽðŸ‘Ž,Dzoel_999,@H4t14k4ln4l42 @jokowi @psi_id @prabowo @gibran_tweet sinking dynasty politics ð‘ž‘‘‘‘ž‘‘‘ž
Sat Feb 24 11:02:14 +0000 2024,@cumalevvat @timpenguinnas Cemen berani lewat ketikan nggak berani lewat space sama lah kek si Prabowo Gibran yang takut ke kamisan dan diskusi terbuka dengan para dokter dan wartawan ðŸ¤£ðŸ¤£,Hamdiirawan17,@cumalevvat @timpenguinnas Cemen dares through typing not daring to Space the same as Prabowo Gibran who is afraid of Kamisan and open discussions with doctors and journalists ð¤ £ ð £ £ £
Sat Feb 24 11:01:45 +0000 2024,"@Gerindra @prabowo @gibran_tweet Salam dr mantan pendukung pak @prabowo  kita sudah bukan anak kecil lagi pak Prabowo, kita sama2 tau lah kan ..",Arsheta5,"@Gerindra @prabowo @gibran_tweet greetings from the former supporter of Mr. @prabowo we are not a child anymore, Mr. Prabowo, we both know right .."
Sat Feb 24 11:01:26 +0000 2024,@AntonKu08408962 @kdrn_phobia @PaimoMontok @JudahLion88 @OcongBoys @oblosid @prabowo @gibran_tweet @PDI_Perjuangan @NasDem @DPP_PKB @PKSejahtera @Dargomb33306384 lalu kamu percaya gitu aja â_x009d_“ðŸ˜‚,LumowaS,@Antonku08408962 @kdrn_phobia @paimomontok @judahlion88 @ocongboys @oblosid @prabowo @gibran_tweet @pdi_perjuangan @nasdem @dpp_pkb @pksejahtera @dargomb33306384
